SourceFile,File:FileModifyDate,File:FileSize,PDF:CreateDate,PDF:PageCount
nature09873-s1.pdf,2011:04:13 17:57:26+01:00,1164 kB,2011:03:24 14:38:05Z,17
nature09913-s1.pdf,2011:05:04 17:53:24+01:00,1711 kB,2011:04:11 11:59:44+01:00,17
nature09958-s1.pdf,2011:05:20 09:45:45+01:00,1046 kB,2011:04:11 11:36:32+01:00,17
nature09963-s1.pdf,2011:04:20 17:54:22+01:00,2.2 MB,2011:02:08 11:13:55+01:00,17
nature10066-s1.pdf,2011:05:20 09:45:50+01:00,616 kB,2011:04:08 14:33:40+01:00,17
nature10078-s1.pdf,2011:05:11 17:54:51+01:00,1456 kB,2011:03:23 15:52:50-04:00,17
nature10190-s1.pdf,2011:06:22 17:53:42+01:00,767 kB,2011:06:07 11:15:42+02:00,17
nature10230-s1.pdf,2011:08:17 17:56:06+01:00,1328 kB,2011:06:06 12:47:22+02:00,17
nature10240-s1.pdf,2011:08:03 17:52:28+01:00,202 kB,2011:06:30 15:34:22+01:00,17
nature10245-s1.pdf,2011:08:03 17:52:33+01:00,3.1 MB,2011:07:27 18:22:23+01:00,17
nature10250-s1.pdf,2011:10:17 14:12:15+01:00,4.1 MB,2011:10:04 16:20:39+01:00,17
nature10332-s1.pdf,2011:09:07 17:55:34+01:00,2.8 MB,2011:06:07 12:32:47+02:00,17
nature10398-s1.pdf,2011:09:14 17:52:06+01:00,5.7 MB,2011:07:21 19:33:15-04:00,17
nature10420-s1.pdf,2011:10:12 18:03:53+01:00,5.0 MB,2011:08:13 22:51:27+02:00,17
nature10447-s1.pdf,2011:09:21 18:02:30+01:00,1077 kB,2011:08:11 20:48:45Z,17
nature10577-s1.pdf,2011:12:07 17:55:43+00:00,4.7 MB,2011:09:09 03:20:54Z,17
nature10671-s1.pdf,2011:12:21 17:57:42+00:00,12 MB,2011:11:11 05:32:19+01:00,17
nature10798-s1.pdf,2012:03:14 17:53:53+00:00,2.3 MB,2012:02:23 16:29:37Z,17
nature10826-s1.pdf,2012:02:15 17:56:54+00:00,1848 kB,2012:02:02 15:01:00Z,17
nature10894-s1.pdf,2012:03:28 17:53:25+01:00,17 MB,2012:03:07 11:19:45Z,17
nature10963-s1.pdf,2012:04:18 18:07:35+01:00,2.3 MB,2012:02:03 15:51:28+08:00,17
nature10975-s1.pdf,2012:04:25 17:59:36+01:00,6.3 MB,2012:02:15 19:05:02Z,17
nature10984-s1.pdf,2012:04:25 17:59:57+01:00,14 MB,2012:04:11 13:38:49+01:00,17
nature10991-s1.pdf,2012:04:18 18:07:47+01:00,1355 kB,2012:03:30 14:11:21+01:00,17
nature11003-s1.pdf,2012:03:28 17:54:17+01:00,4.9 MB,2012:03:20 15:22:48Z,17
nature11076-s1.pdf,2012:05:16 18:58:29+01:00,17 MB,2012:03:16 15:30:29-04:00,17
nature11090-s1.pdf,2012:06:13 18:27:20+01:00,681 kB,2012:06:01 15:51:19+01:00,17
nature11092-s1.pdf,2012:05:30 17:57:17+01:00,465 kB,2012:05:23 15:19:56+01:00,17
nature11203-s1.pdf,2012:06:06 17:54:10+01:00,709 kB,2012:04:26 22:32:02+02:00,17
nature11237-s1.pdf,2012:08:01 17:57:14+01:00,4.8 MB,2012:07:25 16:01:25+01:00,17
nature11263-s1.pdf,2012:08:15 17:53:44+01:00,688 kB,2012:07:12 16:08:14+01:00,17
nature11323-s1.pdf,2012:08:29 17:54:41+01:00,1609 kB,2012:06:29 12:00:48+01:00,17
nature11409-s1.pdf,2012:09:05 17:57:35+01:00,1576 kB,2012:08:28 16:16:17+01:00,17
nature11416-s1.pdf,2012:10:03 17:57:24+01:00,1823 kB,2012:08:21 14:49:57+01:00,17
nature11554-s1.pdf,2012:11:21 17:53:31+00:00,6.2 MB,2012:10:23 12:09:21+01:00,17
nature11621-s1.pdf,2012:11:21 17:55:04+00:00,1008 kB,2012:10:15 15:00:35+01:00,17
nature11649-s1.pdf,2012:12:05 17:56:47+00:00,389 kB,2012:11:28 15:26:52Z,17
nature09373-s1.pdf,2011:05:05 15:39:34+01:00,1277 kB,2011:04:11 17:21:02+01:00,16
nature09377-s1.pdf,2010:09:22 17:57:02+01:00,4.1 MB,2010:09:16 10:52:19+01:00,16
nature09423-s1.pdf,2010:10:13 17:59:44+01:00,21 MB,2010:10:05 17:16:12+01:00,16
nature09428-s1.pdf,2010:11:17 17:56:11+00:00,6.3 MB,2010:09:29 16:14:11+01:00,16
nature09510-s1.pdf,2011:03:11 15:19:45+00:00,6.1 MB,2010:10:20 16:30:04+01:00,16
nature09530-s1.pdf,2010:11:03 17:56:21+00:00,220 kB,2010:10:25 17:29:03+01:00,16
nature09636-s1.pdf,2010:12:08 18:00:19+00:00,3.4 MB,2010:11:30 14:03:29Z,16
nature09714-s1.pdf,2011:04:13 17:55:44+01:00,2.3 MB,2010:12:14 22:24:30-08:00,16
nature09746-s1.pdf,2011:01:12 17:54:56+00:00,3.1 MB,2010:12:23 17:01:01Z,16
nature09757-s1.pdf,2011:03:02 17:53:34+00:00,14 MB,2010:11:19 20:48:44Z,16
nature09776-s1.pdf,2011:02:16 17:58:23+00:00,1815 kB,2010:12:09 01:20:55+09:00,16
nature09822-s1.pdf,2011:04:06 17:52:49+01:00,973 kB,2011:03:18 13:57:12Z,16
nature09859-s1.pdf,2011:05:04 17:52:44+01:00,3.4 MB,2011:03:25 14:30:51Z,16
nature09874-s1.pdf,2011:04:20 17:54:15+01:00,2.3 MB,2011:03:24 16:18:54Z,16
nature09917-s1.pdf,2011:05:11 17:53:30+01:00,24 MB,2011:02:21 13:49:08Z,16
nature09965-s1.pdf,2011:04:27 17:55:07+01:00,8.8 MB,2011:02:18 01:04:02-05:00,16
nature09966-s1.pdf,2011:06:01 17:53:05+01:00,2.3 MB,2011:04:01 11:49:17Z,16
nature09971-s1.pdf,2011:06:01 17:53:07+01:00,1171 kB,2011:02:22 16:32:27Z,16
nature09973-s1.pdf,2011:04:27 17:55:10+01:00,1661 kB,2011:02:12 09:50:59-05:00,16
nature10009-s1.pdf,2011:04:27 17:55:32+01:00,827 kB,2011:04:18 16:28:16+01:00,16
nature10153-s1.pdf,2011:06:22 17:52:52+01:00,11 MB,2011:04:10 20:30:11-07:00,16
nature10169-s1.pdf,2011:07:13 17:55:45+01:00,2.2 MB,2011:04:21 15:59:40Z,16
nature10182-s1.pdf,2011:07:20 17:53:53+01:00,2011 kB,2011:07:08 15:10:26+01:00,16
nature10193-s1.pdf,2011:07:27 17:51:04+01:00,1020 kB,2011:06:16 15:14:09+01:00,16
nature10215-s1.pdf,2011:07:20 17:54:06+01:00,6.0 MB,2011:05:10 14:22:19Z,16
nature10258-s1.pdf,2011:08:10 17:50:45+01:00,2.3 MB,2011:07:01 16:32:56+01:00,16
nature10284-s1.pdf,2011:08:10 17:51:04+01:00,10 MB,2011:06:29 13:46:15+01:00,16
nature10309-s1.pdf,2011:08:10 17:51:07+01:00,1687 kB,2011:07:28 10:37:14+01:00,16
nature10357-s1.pdf,2011:08:31 17:54:09+01:00,14 MB,2011:08:24 14:56:26+01:00,16
nature10400-s1.pdf,2011:09:14 17:52:13+01:00,1663 kB,2011:09:06 14:49:49+01:00,16
nature10424-s1.pdf,2011:10:19 18:03:53+01:00,1907 kB,2011:09:07 19:38:00+01:00,16
nature10434-s1.pdf,2011:10:12 18:04:44+01:00,1528 kB,2011:08:02 09:41:17-05:00,16
nature10502-s1.pdf,2011:10:19 18:05:46+01:00,17 MB,2011:10:07 15:29:59+01:00,16
nature10505-s1.pdf,2011:11:09 18:08:04+00:00,10 MB,2011:09:12 09:41:35+02:00,16
nature10507-s1.pdf,2011:11:02 17:56:07+00:00,4.1 MB,2011:09:21 20:35:43+02:00,16
nature10618-s1.pdf,2011:12:14 17:52:35+00:00,1719 kB,2011:11:07 13:13:48Z,16
nature10646-s1.pdf,2011:12:14 17:52:46+00:00,1908 kB,2011:10:04 12:23:52-07:00,16
nature10652-s1.pdf,2012:01:04 17:53:17+00:00,2.3 MB,2011:11:21 11:25:27Z,16
nature10685-s1.pdf,2012:01:03 14:19:39+00:00,296 kB,2011:12:23 11:58:20Z,16
nature10693-s1.pdf,2012:01:18 17:55:14+00:00,1666 kB,2011:10:06 19:16:27Z,16
nature10712-s1.pdf,2012:01:11 17:56:50+00:00,5.5 MB,2011:12:20 11:28:03Z,16
nature10730-s1.pdf,2012:01:18 17:56:16+00:00,3.7 MB,2011:12:22 11:50:57Z,16
nature10750-s1.pdf,2012:02:08 18:12:10+00:00,3.3 MB,2012:01:24 16:34:23Z,16
nature10757-s1.pdf,2012:02:01 17:55:36+00:00,1583 kB,2012:01:23 14:58:36Z,16
nature10766-s1.pdf,2012:02:01 17:55:37+00:00,636 kB,2011:12:22 11:20:16Z,16
nature10781-s1.pdf,2012:02:08 18:14:12+00:00,392 kB,2011:12:01 12:01:44Z,16
nature10805-s1.pdf,2012:02:08 18:17:10+00:00,2.5 MB,2011:12:22 10:46:47-05:00,16
nature10811-s1.pdf,2012:02:08 18:22:48+00:00,360 kB,2012:02:01 14:11:50Z,16
nature10881-s1.pdf,2012:03:21 17:55:06+00:00,13 MB,2012:03:06 16:22:18Z,16
nature10913-s1.pdf,2012:04:11 17:53:26+01:00,5.2 MB,2012:01:27 10:34:39Z,16
nature10934-s1.pdf,2012:03:21 17:55:32+00:00,2.8 MB,2012:03:12 16:14:42Z,16
nature10954-s1.pdf,2012:05:16 18:48:30+01:00,30 MB,2012:02:06 04:17:03Z,16
nature10986-s1.pdf,2012:04:18 18:07:46+01:00,3.3 MB,2012:03:27 15:18:50+01:00,16
nature11019-s1.pdf,2012:05:09 17:55:02+01:00,2.3 MB,2012:04:24 15:43:05+01:00,16
nature11134-s1.pdf,2012:06:28 17:14:39+01:00,11 MB,2012:05:30 16:36:53+01:00,16
nature11140-s1.pdf,2012:05:30 17:58:18+01:00,2.6 MB,2012:05:22 17:27:49+01:00,16
nature11188-s1.pdf,2012:06:28 17:15:30+01:00,8.4 MB,2012:06:19 15:38:09+01:00,16
nature11221-s1.pdf,2012:07:11 18:01:56+01:00,1503 kB,2012:07:03 15:25:55+01:00,16
nature11234-s1.pdf,2012:06:26 15:28:24+01:00,2.7 MB,2012:06:25 15:09:33+01:00,16
nature11250-s1.pdf,2012:08:15 17:53:32+01:00,1398 kB,2012:06:22 12:25:17+01:00,16
nature11278-s1.pdf,2012:08:08 17:55:34+01:00,598 kB,2012:07:31 15:35:24+01:00,16
nature11289-s1.pdf,2012:07:25 17:58:00+01:00,2.3 MB,2012:07:12 16:46:40+01:00,16
nature11325-s1.pdf,2012:09:06 15:53:48+01:00,317 kB,2012:08:28 12:51:19+01:00,16
nature11328-s1.pdf,2012:10:03 17:54:07+01:00,687 kB,2012:09:26 16:04:05+01:00,16
nature11344-s1.pdf,2012:08:22 17:54:16+01:00,4.1 MB,2012:07:26 17:31:27+01:00,16
nature11358-s1.pdf,2012:08:15 17:54:37+01:00,1190 kB,2012:08:07 13:45:06+01:00,16
nature11527-s1.pdf,2012:11:07 17:53:27+00:00,19 MB,2012:08:14 12:32:15-07:00,16
nature11570-s1.pdf,2012:11:21 17:53:48+00:00,720 kB,2012:11:12 15:56:14Z,16
nature11593-s1.pdf,2012:11:28 17:54:01+00:00,490 kB,2012:11:08 12:19:54Z,16
nature11700-s1.pdf,2012:12:12 17:55:05+00:00,2.0 MB,2012:11:23 12:16:21Z,16
nature11732-s1.pdf,2013:01:02 17:54:28+00:00,525 kB,2012:12:13 16:30:01Z,16
nature11777-s1.pdf,2013:01:02 17:54:31+00:00,1855 kB,2012:12:07 11:29:56Z,16
nature11794-s1.pdf,2013:01:09 17:56:13+00:00,13 MB,2012:12:13 15:43:27Z,16
nature09285-s1.pdf,2010:09:30 16:46:31+01:00,4.5 MB,2010:08:27 14:58:39+01:00,15
nature09391-s1.pdf,2010:10:07 11:19:53+01:00,3.9 MB,2010:07:28 23:04:27Z,15
nature09415-s1.pdf,2010:09:22 18:01:43+01:00,334 kB,2010:09:15 15:55:06+01:00,15
nature09417-s1.pdf,2010:10:07 11:20:06+01:00,479 kB,2010:09:29 15:05:39+01:00,15
nature09457-s1.pdf,2010:10:20 17:53:09+01:00,4.5 MB,2010:10:08 15:12:48+01:00,15
nature09468-s1.pdf,2011:03:11 15:20:13+00:00,9.7 MB,2010:09:22 12:16:22+01:00,15
nature09538-s1.pdf,2010:11:10 17:56:27+00:00,1004 kB,2010:09:20 10:53:00+01:00,15
nature09547-s1.pdf,2010:12:02 10:24:05+00:00,1041 kB,2010:11:23 14:58:04Z,15
nature09557-s1.pdf,2010:12:08 17:57:22+00:00,3.2 MB,2010:11:16 16:34:08Z,15
nature09625-s1.pdf,2011:02:09 17:55:11+00:00,27 MB,2010:11:17 15:41:09Z,15
nature09654-s1.pdf,2011:01:26 17:53:19+00:00,2.6 MB,2011:01:18 15:27:54Z,15
nature09679-s1.pdf,2011:01:12 17:53:34+00:00,283 kB,2010:12:03 12:23:18Z,15
nature09706-s1.pdf,2011:02:16 17:55:25+00:00,15 MB,2010:11:18 00:00:40Z,15
nature09720-s1.pdf,2011:01:12 17:54:52+00:00,1622 kB,2011:01:04 14:48:25Z,15
nature09726-s1.pdf,2011:02:23 17:53:32+00:00,10 MB,2011:02:10 12:13:47Z,15
nature09741-s1.pdf,2011:02:16 17:56:55+00:00,572 kB,2010:07:20 08:57:45+02:00,15
nature09767-s1.pdf,2011:03:16 17:55:03+00:00,1953 kB,2011:03:09 15:37:18Z,15
nature09815-s1.pdf,2011:03:30 17:55:58+01:00,7.5 MB,2011:01:04 12:14:17+09:00,15
nature09819-s1.pdf,2011:04:06 17:52:46+01:00,7.5 MB,2011:03:30 15:13:09+01:00,15
nature09826-s1.pdf,2011:03:16 17:55:43+00:00,1096 kB,2011:03:08 15:58:27Z,15
nature09945-s1.pdf,2011:04:13 18:00:06+01:00,7.4 MB,2011:02:16 04:38:27Z,15
nature09946-s1.pdf,2011:05:25 17:52:55+01:00,1299 kB,2011:04:20 14:46:40+01:00,15
nature09976-s2.pdf,2011:04:20 17:54:36+01:00,1521 kB,2011:04:12 13:57:41+01:00,15
nature10001-s1.pdf,2011:04:27 17:55:31+01:00,9.8 MB,2011:04:18 12:33:27+01:00,15
nature10072-s1.pdf,2011:06:16 11:19:59+01:00,15 MB,2011:04:15 13:07:32-04:00,15
nature10102-s1.pdf,2011:05:20 09:46:32+01:00,1198 kB,2011:05:03 15:57:26+01:00,15
nature10126-s1.pdf,2011:07:06 18:01:27+01:00,614 kB,2011:06:15 09:22:32Z,15
nature10130-s1.pdf,2011:07:06 17:55:20+01:00,1302 kB,2011:03:31 14:24:18Z,15
nature10176-s1.pdf,2011:07:13 17:55:45+01:00,309 kB,2011:07:05 14:40:40+01:00,15
nature10180-s1.pdf,2011:07:13 17:55:52+01:00,1377 kB,2011:04:11 15:16:31-04:00,15
nature10214-s1.pdf,2011:07:27 17:51:56+01:00,24 MB,2011:05:02 23:38:25Z,15
nature10346-s1.pdf,2011:08:24 17:56:51+01:00,14 MB,2011:07:06 21:29:08-03:00,15
nature10355-s1.pdf,2011:08:24 17:56:59+01:00,5.0 MB,2011:06:28 00:30:57Z,15
nature10361-s1.pdf,2011:09:28 18:03:28+01:00,7.5 MB,2011:07:13 14:11:55+01:00,15
nature10373-s1.pdf,2011:09:21 18:00:36+01:00,2.9 MB,2011:08:12 17:08:34+01:00,15
nature10375-s1.pdf,2011:09:14 17:51:14+01:00,1310 kB,2011:07:19 01:24:54+08:00,15
nature10401-s1.pdf,2011:09:28 18:03:53+01:00,464 kB,2011:07:25 13:15:05+01:00,15
nature10437-s1.pdf,2011:10:12 18:05:31+01:00,24 MB,2011:07:23 16:19:43Z,15
nature10464-s1.pdf,2011:10:19 18:04:31+01:00,3.4 MB,2011:10:10 15:05:09+01:00,15
nature10525-s1.pdf,2011:10:19 18:06:55+01:00,5.5 MB,2011:10:06 12:40:34+01:00,15
nature10565-s1.pdf,2011:11:09 18:09:20+00:00,3.2 MB,2011:11:02 14:58:32Z,15
nature10566-s1.pdf,2011:11:16 17:55:56+00:00,7.5 MB,2011:11:07 13:09:07Z,15
nature10588-s1.pdf,2011:11:16 17:58:00+00:00,446 kB,2011:09:15 12:04:49-04:00,15
nature10592-s1.pdf,2011:11:30 17:53:47+00:00,308 kB,2011:11:22 15:41:25Z,15
nature10601-s1.pdf,2011:11:09 18:09:48+00:00,995 kB,2011:11:02 15:32:55Z,15
nature10662-s1.pdf,2011:12:14 17:52:53+00:00,1597 kB,2011:11:17 15:37:02Z,15
nature10754-s1.pdf,2012:02:01 17:55:03+00:00,7.9 MB,2011:11:21 16:29:07-05:00,15
nature10755-s1.pdf,2012:02:15 17:55:18+00:00,1461 kB,2012:02:03 14:55:44Z,15
nature10775-s1.pdf,2012:02:15 17:55:41+00:00,791 kB,2012:02:08 14:39:06Z,15
nature10821-s1.pdf,2012:02:08 18:23:33+00:00,11 MB,2012:01:20 15:25:56Z,15
nature10854-s1.pdf,2012:03:14 17:54:30+00:00,1673 kB,2012:02:23 12:09:49Z,15
nature10860-s1.pdf,2012:03:21 17:53:52+00:00,730 kB,2012:02:10 16:48:16Z,15
nature10882-s1.pdf,2012:03:21 17:55:12+00:00,7.7 MB,2012:01:11 21:21:07Z,15
nature10910-s1.pdf,2012:03:28 17:53:36+01:00,2.2 MB,2012:02:17 13:57:09Z,15
nature10959-s1.pdf,2012:04:18 18:07:18+01:00,11 MB,2012:03:23 12:54:17Z,15
nature10961-s1.pdf,2012:03:21 17:55:48+00:00,5.7 MB,2012:03:13 10:28:56Z,15
nature11054-s1.pdf,2012:06:06 17:53:10+01:00,3.3 MB,2012:05:16 15:07:11+01:00,15
nature11079-s1.pdf,2012:06:13 18:27:28+01:00,7.1 MB,2012:03:20 17:44:20+01:00,15
nature11085-s1.pdf,2012:05:16 18:58:01+01:00,1713 kB,2012:04:20 12:28:00-07:00,15
nature11088-s1.pdf,2012:05:23 17:53:55+01:00,1925 kB,2012:03:21 17:57:56Z,15
nature11129-s1.pdf,2012:07:04 17:57:35+01:00,2.2 MB,2012:05:29 15:02:29+01:00,15
nature11149-s1.pdf,2012:07:04 17:57:47+01:00,6.8 MB,2012:05:29 16:47:39+01:00,15
nature11155-s1.pdf,2012:07:04 17:57:52+01:00,1710 kB,2012:06:01 15:42:35+01:00,15
nature11161-s1.pdf,2012:06:28 17:15:19+01:00,1535 kB,2012:06:19 16:30:38+01:00,15
nature11185-s1.pdf,2012:07:04 17:57:54+01:00,1188 kB,2012:06:22 14:08:22+01:00,15
nature11204-s1.pdf,2012:06:13 18:27:32+01:00,1274 kB,2012:06:06 14:04:13+01:00,15
nature11256-s1.pdf,2012:07:18 17:55:30+01:00,1049 kB,2012:07:11 15:49:52+01:00,15
nature11279-s1.pdf,2012:09:05 17:55:35+01:00,6.1 MB,2012:08:31 15:44:39+01:00,15
nature11329-s1.pdf,2012:08:01 17:58:44+01:00,2.0 MB,2012:07:17 13:58:10+01:00,15
nature11351-s1.pdf,2012:10:03 17:55:51+01:00,9.8 MB,2012:08:15 13:51:43+01:00,15
nature11379-s1.pdf,2012:08:15 17:54:37+01:00,306 kB,2012:08:07 11:42:52+01:00,15
nature11439-s1.pdf,2012:09:19 17:53:59+01:00,656 kB,2012:09:12 14:30:46+01:00,15
nature11521-s1.pdf,2012:11:07 17:53:12+00:00,1116 kB,2012:10:25 11:44:29+01:00,15
nature11538-s1.pdf,2012:10:17 17:53:47+01:00,10 MB,2012:08:20 21:27:11+02:00,15
nature11572-s1.pdf,2012:11:07 17:53:45+00:00,4.7 MB,2012:10:11 15:48:19+01:00,15
nature11580-s1.pdf,2012:11:28 17:53:46+00:00,3.5 MB,2012:09:06 23:28:38Z,15
nature11648-s1.pdf,2012:12:12 17:53:49+00:00,9.1 MB,2012:10:19 16:00:29+01:00,15
nature11653-s1.pdf,2012:11:21 17:55:06+00:00,1713 kB,2012:10:31 16:20:55Z,15
nature11654-s1.pdf,2012:12:12 17:54:37+00:00,12 MB,2012:11:15 15:30:17Z,15
nature11701-s1.pdf,2012:12:19 17:56:14+00:00,9.8 MB,2012:12:05 16:19:40Z,15
nature09399-s1.pdf,2010:10:25 16:17:01+01:00,3.7 MB,2010:09:28 12:29:21+01:00,14
nature09406-s1.pdf,2010:10:07 11:19:23+01:00,2.2 MB,2010:09:20 14:32:30+01:00,14
nature09414-s1.pdf,2010:10:07 11:20:05+01:00,6.2 MB,2010:08:06 18:48:45Z,14
nature09420-s1.pdf,2010:10:13 17:59:14+01:00,1126 kB,2010:10:05 14:36:27+01:00,14
nature09421-s1.pdf,2010:10:20 17:52:53+01:00,5.8 MB,2010:09:27 16:25:52+01:00,14
nature09425-s1.pdf,2011:03:11 15:19:46+00:00,214 kB,2010:10:19 11:52:10+01:00,14
nature09448-s1.pdf,2010:10:13 18:01:32+01:00,4.9 MB,2010:10:05 14:43:27+01:00,14
nature09465-s1.pdf,2011:03:11 15:19:35+00:00,4.4 MB,2010:10:11 15:41:04+01:00,14
nature09572-s1.pdf,2010:12:02 10:25:15+00:00,746 kB,2010:11:23 16:26:40Z,14
nature09619-s1.pdf,2011:01:12 17:53:12+00:00,622 kB,2010:10:26 16:12:06+11:00,14
nature09675-s1.pdf,2011:02:09 17:55:41+00:00,14 MB,2011:01:21 11:55:12Z,14
nature09702-s1.pdf,2011:01:26 17:54:17+00:00,4.2 MB,2011:01:19 15:45:32Z,14
nature09792-s1.pdf,2011:02:09 17:59:04+00:00,411 kB,2011:01:31 15:41:07Z,14
nature09814-s1.pdf,2011:03:30 17:55:45+01:00,4.9 MB,2011:03:23 16:29:02Z,14
nature09849-s1.pdf,2011:03:09 18:17:04+00:00,775 kB,2011:02:04 12:27:34Z,14
nature09863-s1.pdf,2011:03:30 17:56:08+01:00,674 kB,2011:03:22 11:45:27Z,14
nature09941-s1.pdf,2011:04:06 17:55:12+01:00,1056 kB,2011:03:25 16:06:32Z,14
nature09956-s1.pdf,2011:05:25 17:52:58+01:00,1770 kB,2011:02:07 21:51:27Z,14
nature09977-s1.pdf,2011:05:04 17:54:00+01:00,5.2 MB,2011:04:26 14:42:23+01:00,14
nature09988-s1.pdf,2011:05:04 17:54:44+01:00,5.2 MB,2011:04:27 16:30:32+01:00,14
nature10010-s1.pdf,2011:05:04 17:56:15+01:00,540 kB,2011:03:14 00:54:27+02:00,14
nature10070-s1.pdf,2011:05:20 09:45:55+01:00,1083 kB,2011:03:24 11:50:36Z,14
nature10083-s1.pdf,2011:06:01 17:53:48+01:00,798 kB,2011:03:25 13:48:42+01:00,14
nature10095-s1.pdf,2011:06:22 17:52:27+01:00,455 kB,2011:03:28 12:26:55-07:00,14
nature10177-s1.pdf,2011:07:13 17:55:50+01:00,2.7 MB,2011:06:23 15:47:27+01:00,14
nature10236-s1.pdf,2011:07:06 17:55:49+01:00,2.3 MB,2011:06:16 11:37:21+01:00,14
nature10239-s1.pdf,2011:08:03 17:52:27+01:00,6.3 MB,2011:05:26 17:30:03Z,14
nature10246-s1.pdf,2011:07:27 17:53:52+01:00,1726 kB,2011:07:19 15:33:12+01:00,14
nature10276-s1.pdf,2011:08:17 17:57:20+01:00,9.2 MB,2011:08:09 15:14:21+01:00,14
nature10277-s1.pdf,2011:08:05 14:48:18+01:00,3.0 MB,2011:07:11 18:47:03+02:00,14
nature10333-s1.pdf,2011:08:17 17:57:43+01:00,1085 kB,2011:07:18 15:04:04-04:00,14
nature10350-s1.pdf,2011:08:17 17:59:38+01:00,4.1 MB,2011:07:12 15:05:57+01:00,14
nature10366-s1.pdf,2011:08:24 17:57:02+01:00,381 kB,2011:08:17 12:31:00+01:00,14
nature10371-s1.pdf,2011:09:07 17:58:07+01:00,1249 kB,2011:08:30 16:50:55+01:00,14
nature10404-s1.pdf,2011:09:28 18:03:54+01:00,776 kB,2011:08:30 11:34:28+01:00,14
nature10417-s1.pdf,2011:09:14 17:52:36+01:00,9.6 MB,2011:07:29 16:50:33Z,14
nature10428-s1.pdf,2011:10:12 18:04:02+01:00,3.0 MB,2011:09:22 15:53:33+01:00,14
nature10451-s1.pdf,2011:11:02 17:55:48+00:00,7.2 MB,2011:07:15 10:28:18-04:00,14
nature10452-s1.pdf,2011:10:19 18:04:18+01:00,7.2 MB,2011:09:15 19:25:15Z,14
nature10488-s1.pdf,2011:09:28 18:04:38+01:00,7.2 MB,2011:09:20 16:53:30+01:00,14
nature10596-s1.pdf,2011:11:30 17:54:17+00:00,19 MB,2011:05:23 17:16:13Z,14
nature10630-s1.pdf,2011:11:30 17:56:13+00:00,860 kB,2011:11:07 12:18:06Z,14
nature10637-s1.pdf,2011:11:30 17:57:01+00:00,13 MB,2011:11:04 12:33:06Z,14
nature10669-s1.pdf,2012:01:18 17:55:11+00:00,436 kB,2012:01:09 17:12:53Z,14
nature10718-s1.pdf,2012:01:18 17:55:26+00:00,6.1 MB,2011:12:15 14:46:10Z,14
nature10741-s1.pdf,2012:02:08 18:12:04+00:00,467 kB,2012:02:01 15:41:30Z,14
nature10743-s1.pdf,2012:02:01 17:54:50+00:00,2.3 MB,2012:01:16 16:09:28Z,14
nature10756-s1.pdf,2012:02:01 17:55:04+00:00,571 kB,2012:01:16 14:25:30Z,14
nature10783-s1.pdf,2012:01:25 18:13:07+00:00,1138 kB,2012:01:17 17:37:51Z,14
nature10791-s1.pdf,2012:02:01 17:55:48+00:00,2.8 MB,2011:12:15 15:12:47Z,14
nature10802-s1.pdf,2012:02:01 17:56:14+00:00,11 MB,2012:01:16 12:02:46Z,14
nature10835-s1.pdf,2012:02:29 17:56:06+00:00,19 MB,2012:01:10 11:32:03-08:00,14
nature10866-s1.pdf,2012:03:21 17:53:56+00:00,3.7 MB,2012:02:24 15:26:47Z,14
nature10906-s1.pdf,2012:04:04 17:53:59+01:00,938 kB,2012:03:28 17:09:26+01:00,14
nature10911-s1.pdf,2012:03:28 17:53:39+01:00,1423 kB,2012:02:17 10:45:54Z,14
nature10914-s1.pdf,2012:04:04 17:55:37+01:00,18 MB,2012:03:13 12:21:33Z,14
nature10923-s1.pdf,2012:04:11 17:53:46+01:00,7.9 MB,2012:03:14 14:43:17Z,14
nature10941-s1.pdf,2012:03:14 17:55:39+00:00,3.2 MB,2012:03:07 12:27:26Z,14
nature10994-s1.pdf,2012:05:02 17:54:53+01:00,3.3 MB,2012:04:16 13:58:43+01:00,14
nature11021-s1.pdf,2012:04:25 18:00:46+01:00,1529 kB,2012:04:18 14:12:42+01:00,14
nature11052-s1.pdf,2012:05:30 17:56:13+01:00,1685 kB,2012:04:19 10:31:31Z,14
nature11066-s1.pdf,2012:05:30 17:56:50+01:00,4.0 MB,2012:05:04 16:10:37+01:00,14
nature11094-s1.pdf,2012:06:06 17:53:49+01:00,1936 kB,2012:03:25 16:54:48-04:00,14
nature11121-s1.pdf,2012:06:20 18:22:55+01:00,404 kB,2012:06:07 14:33:25+01:00,14
nature11181-s1.pdf,2012:07:11 18:00:46+01:00,2.9 MB,2012:07:03 16:38:23+01:00,14
nature11295-s1.pdf,2012:08:08 17:55:37+01:00,1080 kB,2012:07:31 14:24:11+01:00,14
nature11307-s1.pdf,2012:08:22 17:53:53+01:00,1829 kB,2012:07:02 12:48:56+01:00,14
nature11314-s1.pdf,2012:07:25 17:58:22+01:00,22 MB,2012:07:06 14:39:24+01:00,14
nature11331-s1.pdf,2012:08:15 17:54:14+01:00,1178 kB,2012:08:07 13:05:48+01:00,14
nature11369-s1.pdf,2012:09:19 17:53:21+01:00,1629 kB,2012:08:21 12:19:21+01:00,14
nature11428-s1.pdf,2012:10:17 17:53:14+01:00,1139 kB,2012:07:18 01:29:42-07:00,14
nature11448-s1.pdf,2012:10:24 17:53:05+01:00,13 MB,2012:09:17 16:25:17+01:00,14
